group_sha,source,n_inc,n_dec,n_items,auto_type,negation_present,jaccard_mean,entity_overlap_mean,evidence_seen_in_discovery600,inc_item_ids,dec_item_ids,evidence
406510b67d,fever,1,2,3,explicit_negation,yes,0.3611,0.75,False,g24a_fever_81450,"g24a_fever_129352,g24a_fever_154767","Elizabeth A. ""Betsy"" Hodges (born September 7, 1969) is the mayor of Minneapolis."
4085d5a353,fever,3,1,4,explicit_negation,yes,0.4862,0.8889,True,"g24a_fever_19310,g24a_fever_84105,g24a_fever_98304",g24a_fever_75904,It is an all-volunteer force and comprises more than 80% of the country's active defence personnel.
40ac637098,fever,6,7,13,explicit_negation,yes,0.3563,0.6071,False,"g24a_fever_119794,g24a_fever_44239,g24a_fever_70074,g24a_fever_79247,g24a_fever_80335,g24a_fever_98578","g24a_fever_120242,g24a_fever_129026,g24a_fever_134501,g24a_fever_147344,g24a_fever_22729,g24a_fever_44240,g24a_fever_71368",Amancio Ortega Gaona ([aˈmanθjo orˈteɣa ɣaˈona]; born 28 March 1936) is a Spanish business tycoon.
40d1dff49c,fever,5,2,7,explicit_negation,yes,0.3988,0.8,False,"g24a_fever_201364,g24a_fever_201365,g24a_fever_201372,g24a_fever_201374,g24a_fever_201377","g24a_fever_201388,g24a_fever_201391",The film drew a domestic box office gross of $52 million against its estimated $16 million budget despite mixed critical reviews.
40d44a9895,fever,1,7,8,exclusive_alternative,no,0.1312,0.0,False,g24a_fever_131660,"g24a_fever_118208,g24a_fever_123296,g24a_fever_124971,g24a_fever_126045,g24a_fever_146453,g24a_fever_15310,g24a_fever_48328","Antigua ([ænˈtiːɡə]), also known as Waladli or Wadadli by the native population, is an island in the West Indies."
40d4e1a601,fever,2,1,3,indirect_contradiction,no,0.5556,0.5,False,"g24a_fever_133360,g24a_fever_98911",g24a_fever_121757,He and Kurtzman since returned to working with Abrams on Mission: Impossible III and both Star Trek and Star Trek Into Darkness.
41315f4e51,fever,1,3,4,numeric_value,no,0.5,0.8333,False,g24a_fever_53567,"g24a_fever_53568,g24a_fever_55432,g24a_fever_67679","""A Milli"", abbreviated occasionally as ""Milli"", is a song by American hip hop recording artist Lil Wayne. Dwayne Michael Carter Jr. (born September 27, 1982), known professionally as Lil Wayne, is an American hip hop recording artist."
418e04d570,fever,2,1,3,indirect_contradiction,no,0.3333,0.5,False,"g24a_fever_24675,g24a_fever_41480",g24a_fever_118545,"Overexposed is the fourth studio album by the American band Maroon 5, released on June 20, 2012, by A&M Octone Records."
41cc01feff,fever,3,4,7,exclusive_alternative,no,0.3721,0.5417,True,"g24a_fever_170089,g24a_fever_170091,g24a_fever_170104","g24a_fever_170097,g24a_fever_170109,g24a_fever_170114,g24a_fever_170116","Ann Biderman (born August 15, 1951) is an American film and television writer."
41fef8682a,fever,5,7,12,numeric_value,no,0.2518,0.1143,False,"g24a_fever_138636,g24a_fever_53832,g24a_fever_54410,g24a_fever_54411,g24a_fever_71180","g24a_fever_108115,g24a_fever_111363,g24a_fever_138865,g24a_fever_23540,g24a_fever_68280,g24a_fever_78087,g24a_fever_97025","Babur ([بابر, lit = Tiger, translit = Bābur] 14 February 148326 December 1530), born Ẓahīr-ud-Dīn Muḥammad ([ظهیرالدین محمد, translit = Ẓahīr ad-Dīn Muḥammad]), was a conqueror from Central Asia who, following a series of setbacks, finally succeeded in laying the basis for the Mughal dynasty in the Indian subcontinent and became the first Mughal emperor."
421cda9c46,fever,1,1,2,indirect_contradiction,no,0.4,1.0,False,g24a_fever_113712,g24a_fever_48083,"Saw II was released on October 28, 2005 and, despite mixed reviews from critics, was a financial success, with opening takings of $31.9 million and grossing $88 million in the United States and Canada."
425819869a,fever,6,5,11,explicit_negation,yes,0.2629,0.283,False,"g24a_fever_129063,g24a_fever_21027,g24a_fever_47725,g24a_fever_47726,g24a_fever_54015,g24a_fever_97017","g24a_fever_124400,g24a_fever_54016,g24a_fever_71376,g24a_fever_76138,g24a_fever_87109","She has played Margaret Blaine in the BBC science fiction series Doctor Who, Doomsday Dora in The Sparticle Mystery, Birdie Henshall in the drama series Cutting It, Mavis in season 6 of Skins, Ursula Crowe in children's science fiction/fantasy series Wizards vs Aliens, and Babe Smith in soap opera EastEnders."
428b3ea1c3,scifact,1,1,2,indirect_contradiction,no,0.8571,1.0,False,g24a_scifact_614,g24a_scifact_615,"In vitro, increasing microtubule acetylation using deacetylase inhibitors or the tubulin acetylase αTAT1 prevents association of mutant LRRK2 with microtubules, and the deacetylase inhibitor trichostatin A (TSA) restores axonal transport. In vivo knockdown of the deacetylases HDAC6 and Sirt2, or administration of TSA rescues both axonal transport and locomotor behavior."
42b4f219fc,fever,2,2,4,indirect_contradiction,no,0.5521,0.6,False,"g24a_fever_23845,g24a_fever_78681","g24a_fever_157576,g24a_fever_23846","A member of the Democratic Party, he served in a number of other senior roles, including eighth Vice President (1833 -- 37) and tenth Secretary of State (1829 -- 31), both under Andrew Jackson."
42c9489e80,fever,6,5,11,indirect_contradiction,no,0.25,0.3,False,"g24a_fever_33604,g24a_fever_34064,g24a_fever_43981,g24a_fever_54135,g24a_fever_55267,g24a_fever_88641","g24a_fever_110647,g24a_fever_157190,g24a_fever_157199,g24a_fever_45220,g24a_fever_54136","Birmingham ([ˈbɜːmɪŋəm]) is a city and metropolitan borough in the West Midlands, England."
42e37fff19,fever,1,1,2,indirect_contradiction,no,0.4,0.0,False,g24a_fever_34111,g24a_fever_103816,"Fidaa is an upcoming Telugu film written and directed by Sekhar Kammula. Telugu ([langpronˈtɛlᵿɡuː] telugu, [t̪el̪uɡu]) is a Dravidian language native to India."
4372c92527,fever,4,2,6,numeric_value,no,0.4279,0.4784,False,"g24a_fever_179036,g24a_fever_179038,g24a_fever_179039,g24a_fever_179040","g24a_fever_179035,g24a_fever_179046","The highest award given by NASA, it is awarded by the President of the United States in Congress's name on recommendations from the Administrator of the National Aeronautics and Space Administration."
43e9793d81,fever,3,2,5,explicit_negation,yes,0.3311,0.4766,False,"g24a_fever_115628,g24a_fever_157640,g24a_fever_91165","g24a_fever_150763,g24a_fever_89875","In 2016, Chatwin starred in the CBS summer mystery series American Gothic and in the Christmas 2016 episode of the BBC UK television series Doctor Who, ""The Return of Doctor Mysterio"", in which he played the character of Grant, loosely based upon Superman/Clark Kent."
43f81717cb,fever,1,1,2,indirect_contradiction,no,0.4286,1.0,True,g24a_fever_142972,g24a_fever_119227,"In addition to being Oregon's highest mountain, it is one of the loftiest mountains in the nation based on its prominence."
44700fd3ef,fever,1,1,2,indirect_contradiction,no,0.25,0.3333,False,g24a_fever_58896,g24a_fever_125225,"Omar Ahmed Sayid Khadr (born September 19, 1986) is a Canadian who was detained at Guantanamo Bay as a minor and held there for 10 years."
44c83db3f0,fever,4,5,9,numeric_value,no,0.4725,0.6667,False,"g24a_fever_113691,g24a_fever_123958,g24a_fever_63373,g24a_fever_79912","g24a_fever_108727,g24a_fever_121338,g24a_fever_126533,g24a_fever_48877,g24a_fever_83662","Billie Joe Armstrong (born February 17, 1972) is an American musician, singer, songwriter and actor who is best known as the lead vocalist, primary songwriter, and guitarist of the punk rock band Green Day, which he co-founded with Mike Dirnt."
44d3b59608,fever,1,4,5,numeric_value,no,0.4455,0.5208,False,g24a_fever_3337,"g24a_fever_104241,g24a_fever_147305,g24a_fever_22043,g24a_fever_3338","Michael Dale Huckabee (born August 24, 1955) is an American politician, Christian minister, author, musician, and commentator who served as the 44th Governor of Arkansas from 1996 to 2007."
44f161675e,fever,5,10,15,numeric_value,no,0.2902,0.3343,False,"g24a_fever_122207,g24a_fever_128121,g24a_fever_137038,g24a_fever_150321,g24a_fever_24025","g24a_fever_104206,g24a_fever_139271,g24a_fever_141284,g24a_fever_26852,g24a_fever_40469,g24a_fever_52470,g24a_fever_56381,g24a_fever_73222,g24a_fever_74544,g24a_fever_78526","The dynamic of single parenthood and the tension between Lorelai and her wealthy parents, Richard (Edward Herrmann) and especially her controlling mother, Emily (Kelly Bishop), form the main theme of the series story line."
4544363de5,fever,3,3,6,explicit_negation,yes,0.337,0.446,False,"g24a_fever_106084,g24a_fever_8190,g24a_fever_86222","g24a_fever_113912,g24a_fever_154933,g24a_fever_81646","James, Viscount Severn (James Alexander Philip Theo Mountbatten-Windsor; born 17 December 2007) is the younger child and only son of Prince Edward, Earl of Wessex, and Sophie, Countess of Wessex, and the youngest grandchild of Queen Elizabeth II and Prince Philip, Duke of Edinburgh."
4554154b0a,fever,5,10,15,numeric_value,no,0.4012,0.3748,True,"g24a_fever_141683,g24a_fever_146493,g24a_fever_17399,g24a_fever_20492,g24a_fever_38922","g24a_fever_107320,g24a_fever_128497,g24a_fever_129241,g24a_fever_140443,g24a_fever_143283,g24a_fever_20493,g24a_fever_34684,g24a_fever_40052,g24a_fever_55233,g24a_fever_60566","The game was played on February 6, 2011, at Cowboys Stadium in Arlington, Texas, the first time the Super Bowl was played in the Dallas -- Fort Worth area."
455c258cf7,fever,4,6,10,numeric_value,no,0.6194,0.6127,False,"g24a_fever_158895,g24a_fever_158903,g24a_fever_158904,g24a_fever_158915","g24a_fever_158897,g24a_fever_158901,g24a_fever_158906,g24a_fever_158907,g24a_fever_158908,g24a_fever_158909",The album was originally released on 2 April 1990 by Columbia Records.
45702fbb74,fever,1,1,2,indirect_contradiction,no,0.2857,0.5,False,g24a_fever_131375,g24a_fever_45018,"Christopher Emmanuel Paul (born May 6, 1985) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA)."
4586d93652,fever,2,3,5,explicit_negation,yes,0.4962,0.525,True,"g24a_fever_49451,g24a_fever_73811","g24a_fever_150565,g24a_fever_17600,g24a_fever_43171",Kalam was elected as the 11th President of India in 2002 with the support of both the ruling Bharatiya Janata Party and the then-opposition Indian National Congress.
458b01932a,fever,6,8,14,numeric_value,no,0.313,0.5417,False,"g24a_fever_104129,g24a_fever_133529,g24a_fever_137508,g24a_fever_157790,g24a_fever_158306,g24a_fever_42339","g24a_fever_121454,g24a_fever_126936,g24a_fever_154423,g24a_fever_155811,g24a_fever_157685,g24a_fever_35174,g24a_fever_78880,g24a_fever_94705","Bessie Smith (April 15, 1894 -- September 26, 1937) was an American blues singer."
45c3c9a77f,fever,3,3,6,explicit_negation,yes,0.3321,0.4581,False,"g24a_fever_116113,g24a_fever_46483,g24a_fever_79437","g24a_fever_28307,g24a_fever_49125,g24a_fever_94759","Gehrig was voted the greatest first baseman of all time by the Baseball Writers' Association in 1969, and was the leading vote-getter on the Major League Baseball All-Century Team chosen by fans in 1999."
45cab25da8,fever,2,3,5,numeric_value,no,0.3406,0.7778,False,"g24a_fever_112592,g24a_fever_19068","g24a_fever_118117,g24a_fever_138887,g24a_fever_99435",Color of Night is a 1994 American erotic mystery thriller film produced by Cinergi Pictures and released in the United States by Hollywood Pictures.
45f4296d96,fever,1,1,2,exclusive_alternative,no,0.2,0.5,False,g24a_fever_131823,g24a_fever_119422,"Marvel's The Punisher, or simply The Punisher, is an upcoming American web television series created for Netflix by Steve Lightfoot, based on the Marvel Comics character of the same name."
45f9ffc364,fever,5,1,6,indirect_contradiction,no,0.2238,0.0,True,"g24a_fever_121251,g24a_fever_146582,g24a_fever_54325,g24a_fever_64318,g24a_fever_65634",g24a_fever_54326,"Syco Entertainment, often known simply as Syco, is a British entertainment company established by British entertainment mogul Simon Cowell."
462276badb,fever,4,5,9,numeric_value,no,0.3788,0.35,True,"g24a_fever_115173,g24a_fever_117699,g24a_fever_15006,g24a_fever_56523","g24a_fever_135552,g24a_fever_139407,g24a_fever_153923,g24a_fever_18723,g24a_fever_90769","The company was founded in 2010 by Emma Mcilroy and Julia Parsley, who previously worked at Nike, Inc. in Portland, Oregon."
46373a414e,fever,6,3,9,indirect_contradiction,no,0.3675,0.6898,True,"g24a_fever_127456,g24a_fever_135159,g24a_fever_25504,g24a_fever_48209,g24a_fever_79123,g24a_fever_9267","g24a_fever_48210,g24a_fever_66440,g24a_fever_73126",He is remembered for his work with children having cognitive impairments in France and the United States.
4659150669,fever,5,5,10,explicit_negation,yes,0.2184,1.0,True,"g24a_fever_165643,g24a_fever_165645,g24a_fever_165657,g24a_fever_165669,g24a_fever_165670","g24a_fever_165653,g24a_fever_165659,g24a_fever_165660,g24a_fever_165664,g24a_fever_165667","In addition to performing acting roles, Baker has narrated commercials, video games, audiobooks and television series."
46619e95f7,fever,1,1,2,numeric_value,no,0.5556,0.0,False,g24a_fever_50197,g24a_fever_50198,"Scandal is an American rock band from the 1980s fronted by Patty Smyth. Patricia ""Patty"" Smyth (born June 26, 1957) is an American singer and songwriter."
467b4d60fb,fever,2,2,4,exclusive_alternative,no,0.3381,0.5,False,"g24a_fever_40057,g24a_fever_86143","g24a_fever_156412,g24a_fever_75957",Connie Inge-Lise Nielsen (born 3 July 1965) is a Danish actress whose first major role in an English language film was a supporting role in The Devil's Advocate (1997); Nielsen later gained international attention for her role in Ridley Scott's Gladiator (2000).
46a6840190,fever,3,5,8,explicit_negation,yes,0.3698,0.75,False,"g24a_fever_100938,g24a_fever_119606,g24a_fever_40124","g24a_fever_149051,g24a_fever_152641,g24a_fever_157098,g24a_fever_40125,g24a_fever_54331","Margaret Hilda Thatcher, Baroness Thatcher, (; 13 October 1925 -- 8 April 2013) was a British stateswoman, who served as Prime Minister of the United Kingdom from 1979 to 1990 and as Leader of the Conservative Party from 1975 to 1990."
46d12598c4,fever,1,2,3,explicit_negation,yes,0.2,0.3333,False,g24a_fever_166899,"g24a_fever_166913,g24a_fever_166916","In 2015, Braddy co-starred as Anna Martin in the Lifetime dark comedy-drama series, Unreal."
46d2d82ddf,fever,6,3,9,exclusive_alternative,no,0.3178,0.4986,False,"g24a_fever_187207,g24a_fever_187209,g24a_fever_187212,g24a_fever_187213,g24a_fever_187220,g24a_fever_187222","g24a_fever_187208,g24a_fever_187216,g24a_fever_187223","The Hurt Locker is a 2008 American war thriller film about an Iraq War Explosive Ordnance Disposal team who are being targeted by insurgents with booby traps, remote control detonations and ambushes."
46d6c06a63,fever,8,3,11,numeric_value,no,0.3736,0.2083,True,"g24a_fever_11151,g24a_fever_111823,g24a_fever_113361,g24a_fever_13768,g24a_fever_16474,g24a_fever_19853,g24a_fever_68908,g24a_fever_87808","g24a_fever_103503,g24a_fever_13769,g24a_fever_72182","The Eurotas or Evrotas (Greek: Ευρώτας) is the main river of Laconia and one of the major rivers of the Peloponnese, in Greece."
46e1a729bd,fever,1,3,4,indirect_contradiction,no,0.6224,0.8333,False,g24a_fever_22633,"g24a_fever_132401,g24a_fever_151354,g24a_fever_83371","How to Train Your Dragon 2 is a 2014 American 3D computer-animated fantasy action film produced by DreamWorks Animation and distributed by 20th Century Fox, loosely based on the British book series of the same name by Cressida Cowell."
46fb943e44,fever,6,7,13,explicit_negation,yes,0.2504,0.8571,False,"g24a_fever_137825,g24a_fever_1520,g24a_fever_21110,g24a_fever_24454,g24a_fever_48183,g24a_fever_91868","g24a_fever_114829,g24a_fever_137201,g24a_fever_149728,g24a_fever_154241,g24a_fever_31852,g24a_fever_35416,g24a_fever_61552",It is available as a generic medication and is sold under many trade names worldwide.
46ffeda439,fever,1,3,4,indirect_contradiction,no,0.2333,0.6667,False,g24a_fever_46937,"g24a_fever_128870,g24a_fever_24994,g24a_fever_73491","Skopje (Скопје, [ˈskɔpjɛ]) is the capital and largest city of the Republic of Macedonia."
4702970b9f,fever,4,9,13,indirect_contradiction,no,0.2273,0.6708,False,"g24a_fever_69681,g24a_fever_70373,g24a_fever_86919,g24a_fever_8982","g24a_fever_102142,g24a_fever_134848,g24a_fever_143488,g24a_fever_23563,g24a_fever_25080,g24a_fever_29953,g24a_fever_38481,g24a_fever_8443,g24a_fever_93285","""A Milli"", abbreviated occasionally as ""Milli"", is a song by American hip hop recording artist Lil Wayne."
470cd72d6e,fever,1,1,2,indirect_contradiction,no,0.3333,0.3333,False,g24a_fever_45581,g24a_fever_54269,"Food Network (legally known as Television Food Network) is an American basic cable and satellite television channel that is owned by Television Food Network, G.P., a joint venture between Scripps Networks Interactive (which owns 70% of the network) and the Tribune (FN) Cable Ventures Inc. (which owns the remaining 30%)."
473efa3a21,fever,2,2,4,exclusive_alternative,no,0.2528,0.75,False,"g24a_fever_14073,g24a_fever_54949","g24a_fever_107335,g24a_fever_83545","It designs, manufactures and distributes passenger and commercial vehicles, motorcycles, engines, and turbomachinery and offers related services including financing, leasing and fleet management."
47481d06f3,fever,7,3,10,numeric_value,no,0.3776,0.5865,False,"g24a_fever_104926,g24a_fever_141268,g24a_fever_23080,g24a_fever_29228,g24a_fever_53197,g24a_fever_7277,g24a_fever_7278","g24a_fever_155629,g24a_fever_29229,g24a_fever_88425",Exit the King (Le Roi se meurt) is an absurdist drama by Eugène Ionesco that premiered in 1962.
47b9341de6,fever,3,5,8,exclusive_alternative,no,0.3096,0.4033,False,"g24a_fever_227347,g24a_fever_227361,g24a_fever_227369","g24a_fever_227348,g24a_fever_227350,g24a_fever_227355,g24a_fever_227360,g24a_fever_227372","It first aired on October 18, 2008 on the Food Network."
4849f12780,fever,1,4,5,numeric_value,no,0.3892,0.8333,False,g24a_fever_139030,"g24a_fever_129517,g24a_fever_45963,g24a_fever_89419,g24a_fever_97871","It is the first modern national university established in China, founded as the Imperial University of Peking in 1898 as a replacement of the ancient Taixue or Guozijian, or Imperial Academy."
489b15b6d8,fever,5,5,10,exclusive_alternative,no,0.3188,0.2933,False,"g24a_fever_198208,g24a_fever_198210,g24a_fever_198216,g24a_fever_198217,g24a_fever_198218","g24a_fever_198221,g24a_fever_198225,g24a_fever_198227,g24a_fever_198231,g24a_fever_198234","Saturn is the sixth planet from the Sun and the second-largest in the Solar System, after Jupiter."
48c765a8ad,fever,2,6,8,explicit_negation,yes,0.2508,0.3702,False,"g24a_fever_48602,g24a_fever_67417","g24a_fever_104031,g24a_fever_122477,g24a_fever_123142,g24a_fever_128141,g24a_fever_53968,g24a_fever_75217","The Gettysburg Address is a speech by U.S. President Abraham Lincoln, one of the best-known in American history."
48d850b543,fever,4,1,5,numeric_value,no,0.4271,0.7,False,"g24a_fever_157316,g24a_fever_50048,g24a_fever_72751,g24a_fever_77576",g24a_fever_101702,She made her film debut in 1978 by starring as Laurie Strode in John Carpenter's Halloween (1978).
48e2cc80b9,scifact,1,2,3,indirect_contradiction,no,0.3333,0.5,False,g24a_scifact_155,"g24a_scifact_1088,g24a_scifact_156","Eliminating BCL-2 yielded rapid loss of leukemic cells and significantly prolonged survival, formally validating BCL-2 as a rational target for cancer therapy."
48e4ded862,fever,2,1,3,indirect_contradiction,no,0.3667,0.5,False,"g24a_fever_121468,g24a_fever_123956",g24a_fever_55801,The ingenuity and adaptability of Homo sapiens has led to it becoming the most influential species on Earth; it is currently deemed of least concern on the Red List of endangered species by the International Union for Conservation of Nature.
48f001dc2a,fever,2,1,3,numeric_value,no,0.3375,0.75,False,"g24a_fever_178157,g24a_fever_178167",g24a_fever_178166,"On the morning of September 11, 2001, Al-Qaeda-affiliated hijackers flew two Boeing 767 jets into the North and South Towers within minutes of each other; two hours later, both had collapsed."
49079a7f8a,fever,1,3,4,explicit_negation,yes,0.3786,0.5,False,g24a_fever_37768,"g24a_fever_52157,g24a_fever_56900,g24a_fever_92787","Daniel Dewan Sewell (born March 16, 1981), better known by his stage name Danny Brown, is an American rapper from Detroit, Michigan."
49497535d3,fever,3,4,7,explicit_negation,yes,0.3278,0.6333,False,"g24a_fever_103583,g24a_fever_117278,g24a_fever_78831","g24a_fever_133523,g24a_fever_76776,g24a_fever_88977,g24a_fever_91254","Thomas Woodrow Wilson (December 28, 1856 -- February 3, 1924) was an American politician and academic who served as the 28th President of the United States from 1913 to 1921."
494e225216,fever,1,1,2,indirect_contradiction,no,0.4286,1.0,False,g24a_fever_49405,g24a_fever_70815,"It has been venerated as a holy site for thousands of years by Judaism, Christianity, and Islam."
49c9ce47b8,fever,1,1,2,explicit_negation,yes,0.1818,0.2,False,g24a_fever_82859,g24a_fever_75877,"He is a three-time Grand Slam doubles winner and a Davis Cup champion, currently the world No. 5 doubles player, and a former doubles world No. 1."
4a11375c3a,fever,3,9,12,explicit_negation,yes,0.2595,0.2963,True,"g24a_fever_177142,g24a_fever_177163,g24a_fever_177168","g24a_fever_177143,g24a_fever_177152,g24a_fever_177157,g24a_fever_177161,g24a_fever_177165,g24a_fever_177167,g24a_fever_177171,g24a_fever_177172,g24a_fever_177175","The genre was influential in Britain in shaping politics, national policies and popular perceptions in the years leading up to the First World War, and remains a part of popular culture to this day."
4a300f0fe6,fever,5,3,8,indirect_contradiction,no,0.4179,0.5889,True,"g24a_fever_12831,g24a_fever_145797,g24a_fever_80185,g24a_fever_91387,g24a_fever_97036","g24a_fever_141535,g24a_fever_80186,g24a_fever_95271","LaKeith Lee ""Keith"" Stanfield (born August 12, 1991) is an American actor and rapper."
4a83228a9c,fever,3,1,4,numeric_value,no,0.4901,0.4167,False,"g24a_fever_23512,g24a_fever_35237,g24a_fever_64453",g24a_fever_66050,It was also nominated for four BAFTA Awards and three Golden Globe Awards.
4a8674b96b,fever,6,3,9,explicit_negation,yes,0.2854,0.9167,False,"g24a_fever_105645,g24a_fever_131255,g24a_fever_16394,g24a_fever_17410,g24a_fever_26919,g24a_fever_9868","g24a_fever_10567,g24a_fever_123647,g24a_fever_38940","These include synonyms, weather forecasts, time zones, stock quotes, maps, earthquake data, movie showtimes, airports, home listings, and sports scores."
4a889bf95b,fever,4,4,8,numeric_value,no,0.3422,0.6083,False,"g24a_fever_130317,g24a_fever_2947,g24a_fever_47911,g24a_fever_48016","g24a_fever_135939,g24a_fever_148534,g24a_fever_2948,g24a_fever_77162",The Mod Squad is an American crime drama series that ran on ABC from 1968 to 1973.
4a9a185822,fever,2,2,4,explicit_negation,yes,0.2369,0.6667,False,"g24a_fever_123087,g24a_fever_19204","g24a_fever_46511,g24a_fever_51548",In 2009 he made his directorial debut with the film Kambakkht Ishq (2009) that starred Akshay Kumar and Kareena Kapoor.
4acaeea832,fever,2,1,3,indirect_contradiction,no,0.5833,1.0,False,"g24a_fever_131634,g24a_fever_92587",g24a_fever_137577,"Pearl is a fictional character from the 2013 animated series Steven Universe, created by Rebecca Sugar."
4ade6edbd6,fever,2,4,6,explicit_negation,yes,0.264,0.2875,False,"g24a_fever_157984,g24a_fever_71091","g24a_fever_112137,g24a_fever_17145,g24a_fever_65007,g24a_fever_71187","His other film performances include lead roles in The Babe (1992), The Flintstones (1994) and 10 Cloverfield Lane (2016) and supporting roles in Coyote Ugly (2000), The Artist (2011), Extremely Loud and Incredibly Close (2011), Argo (2012), Flight (2012), The Hangover Part III (2013), and Patriots Day (2016)."
4adee814a2,fever,1,1,2,explicit_negation,yes,0.2222,0.3333,True,g24a_fever_47711,g24a_fever_92383,"Hill is known for his comedic roles in films such as Accepted (2006), Grandma's Boy (2006), Superbad (2007), Knocked Up (2007), Forgetting Sarah Marshall (2008), Get Him to the Greek (2010), 21 Jump Street (2012), This Is the End (2013), 22 Jump Street (2014) and War Dogs (2016), as well as his performances in Moneyball (2011) and The Wolf of Wall Street (2013), for which he received Academy Award nominations for Best Supporting Actor."
4ae45f4106,fever,2,1,3,numeric_value,no,0.4429,0.6667,False,"g24a_fever_113235,g24a_fever_6017",g24a_fever_54932,Williams was the second inmate in California to be executed in 2005.
4ae54990ca,fever,2,1,3,exclusive_alternative,no,0.3333,0.3333,False,"g24a_fever_192714,g24a_fever_192725",g24a_fever_192708,"The multi-camera series aired from October 3, 2013 to July 18, 2015 and ran 34 episodes over two seasons on CBS."
4b3ead3805,fever,4,3,7,explicit_negation,yes,0.4041,0.6833,False,"g24a_fever_134401,g24a_fever_46780,g24a_fever_4705,g24a_fever_6810","g24a_fever_123479,g24a_fever_63431,g24a_fever_96969",Historians commonly divide the war into three phases separated by truces: the Edwardian Era War (1337 -- 1360); the Caroline War (1369 -- 1389); and the Lancastrian War (1415 -- 1453).
4b7c596ae1,scifact,2,3,5,explicit_negation,yes,0.3427,0.75,False,"g24a_scifact_495,g24a_scifact_923","g24a_scifact_498,g24a_scifact_922,g24a_scifact_925","In an analysis stratified by previous antiretroviral therapy and clinical stage when starting HAART (US Centers for Disease Control and Prevention group A, B, or C), the adjusted hazard ratio for progression to AIDS or death was 0.79 (95% confidence interval 0.63 to 0.98) for participants with a stable partnership compared with those without. CONCLUSIONS A stable partnership is associated with a slower rate of progression to AIDS or death in HIV infected patients receiving HAART."
4ba2cd2239,fever,1,2,3,explicit_negation,yes,0.1742,0.101,False,g24a_fever_125673,"g24a_fever_107362,g24a_fever_150920","He is known for portraying Finnick Odair in the The Hunger Games film series, Philip Swift in Pirates of the Caribbean: On Stranger Tides, and Will Traynor in Me Before You."
4badf3f712,fever,1,3,4,exclusive_alternative,no,0.3095,0.6111,False,g24a_fever_20640,"g24a_fever_20641,g24a_fever_37872,g24a_fever_6032","The ABC islands are the three western-most islands of the Leeward Antilles in the Caribbean Sea that lie north of Falcón State, Venezuela."
4bca426c65,fever,3,3,6,explicit_negation,yes,0.2959,0.6667,False,"g24a_fever_14501,g24a_fever_47736,g24a_fever_53204","g24a_fever_52788,g24a_fever_71352,g24a_fever_95018","The Qin dynasty introduced several reforms: currency, weights and measures were standardized, and a uniform system of writing was established."
4c198f4c25,fever,2,5,7,exclusive_alternative,no,0.3871,0.8333,False,"g24a_fever_41290,g24a_fever_75056","g24a_fever_125227,g24a_fever_129108,g24a_fever_23330,g24a_fever_41198,g24a_fever_41199",The Wonder Years is an American television comedy-drama created by Neal Marlens and Carol Black.
4c548cd781,fever,8,9,17,exclusive_alternative,no,0.3691,0.1701,False,"g24a_fever_10147,g24a_fever_138974,g24a_fever_24152,g24a_fever_32321,g24a_fever_43526,g24a_fever_4863,g24a_fever_6576,g24a_fever_84595","g24a_fever_107042,g24a_fever_119891,g24a_fever_138033,g24a_fever_25545,g24a_fever_38052,g24a_fever_76375,g24a_fever_84858,g24a_fever_86635,g24a_fever_91100","Janelle Monáe Robinson (born December 1, 1985) ([dʒəˈnɛl_moʊˈneɪ]) is an American singer, songwriter, actress, and model signed to her own imprint, Wondaland Arts Society, and Atlantic Records."
4c8f926d12,fever,1,1,2,numeric_value,no,0.7778,0.6,False,g24a_fever_59607,g24a_fever_38110,"The Adventures of Pluto Nash is a 2002 Australian-American science fiction action comedy film starring Eddie Murphy (in a dual role) and directed by Ron Underwood. Edward Regan Murphy (born April 3, 1961) is an American comedian, actor, writer, singer, and producer."
4cc340834a,fever,3,1,4,indirect_contradiction,no,0.2787,1.0,True,"g24a_fever_157878,g24a_fever_26381,g24a_fever_98606",g24a_fever_70574,"Bonobos live south of the river, and thereby were separated from the ancestors of the common chimpanzee, which live north of the river."
4d24ea7706,fever,2,2,4,explicit_negation,yes,0.355,0.6667,False,"g24a_fever_23806,g24a_fever_23807","g24a_fever_122744,g24a_fever_51323",He founded the University of Virginia after retiring from public office.
4d538af8a6,fever,1,2,3,indirect_contradiction,no,0.3205,0.4167,False,g24a_fever_63464,"g24a_fever_27283,g24a_fever_32796",It stars Ray Winstone in his first role in a costume drama.
4d56f5adff,fever,3,4,7,explicit_negation,yes,0.4883,0.3333,False,"g24a_fever_25379,g24a_fever_46133,g24a_fever_87646","g24a_fever_124967,g24a_fever_147056,g24a_fever_60057,g24a_fever_72654","With an estimated 92.7 million inhabitants, it is the world's 14th-most-populous country, and the ninth-most-populous Asian country."
4d5bc0d613,fever,5,5,10,indirect_contradiction,no,0.2777,1.0,False,"g24a_fever_226119,g24a_fever_226122,g24a_fever_226137,g24a_fever_226147,g24a_fever_226153","g24a_fever_226127,g24a_fever_226139,g24a_fever_226143,g24a_fever_226146,g24a_fever_226158","Dawkins has been awarded many prestigious academic and writing awards and he makes regular television, radio and Internet appearances, predominantly discussing his books, his atheism, and his ideas and opinions as a public intellectual."
